site;management;DBH (cm);hollow;DBHclass
KANCI;unman;56;0;2
KANCI;unman;54;0;2
KANCI;unman;54;0;2
KANCI;unman;71;1;3
KANCI;unman;55;0;2
KANCI;unman;71;0;3
KANCI;unman;60;0;2
KANCI;unman;58;1;2
KANCI;unman;64;0;3
KANCI;unman;64;1;3
KANCI;unman;53;0;2
KANCI;unman;54;1;2
KANCI;unman;61;0;3
KANCI;unman;37;0;2
KANCI;unman;43;0;2
KANCI;unman;79;1;3
KANCI;unman;45;0;2
KANCI;unman;89;0;3
KANCI;unman;31;1;2
KANCI;unman;41;0;2
KANCI;unman;36;0;2
KANCI;unman;53;0;2
KANCI;unman;38;1;2
KANCI;unman;104;1;4
KANCI;unman;57;0;2
KANCI;unman;43;1;2
KANCI;unman;49;0;2
KANCI;unman;57;0;2
KANCI;unman;53;0;2
KANCI;unman;41;0;2
KANCI;unman;58;0;2
KANCI;unman;58;1;2
KANCI;unman;38;0;2
KANCI;unman;53;0;2
KANCI;unman;52;1;2
KANCI;unman;65;1;3
KANCI;unman;42;0;2
KANCI;unman;39;0;2
KANCI;unman;37;0;2
KANCI;unman;53;0;2
KANCI;unman;62;1;3
KANCI;unman;40;0;2
KANCI;unman;111;1;4
KANCI;unman;41;0;2
KANCI;unman;58;0;2
KANCI;unman;104;1;4
KANCI;unman;127;1;5
KANCI;unman;72;0;3
KANCI;unman;61;0;3
KANCI;unman;65;0;3
KANCI;unman;97;1;4
KANCI;unman;81;0;3
KANCI;unman;72;0;3
KANCI;unman;50;0;2
KANCI;unman;32;0;2
KANCI;unman;38;1;2
KANCI;unman;49;0;2
KANCI;unman;64;0;3
KANCI;unman;85;1;3
KANCI;unman;67;0;3
KANCI;unman;51;0;2
KANCI;unman;48;0;2
KANCI;unman;67;1;3
KANCI;unman;61;0;3
KANCI;unman;34;0;2
KANCI;unman;57;1;2
KANCI;unman;52;1;2
KANCI;unman;67;1;3
KANCI;unman;51;1;2
KANCI;unman;63;0;3
KANCI;unman;74;1;3
KANCI;unman;38;0;2
KANCI;unman;39;0;2
KANCI;unman;53;0;2
KANCI;unman;57;1;2
KANCI;unman;48;1;2
KANCI;unman;70;1;3
KANCI;unman;49;0;2
KANCI;unman;65;1;3
KANCI;unman;46;0;2
KANCI;unman;68;1;3
KANCI;unman;73;0;3
KANCI;unman;59;0;2
KANCI;unman;88;1;3
KANCI;unman;61;0;3
KANCI;unman;33;1;2
KANCI;unman;55;0;2
KANCI;unman;51;1;2
KANCI;unman;58;0;2
KANCI;unman;59;0;2
KANCI;unman;60;1;2
KANCI;unman;40;0;2
KANCI;unman;37;0;2
KANCI;unman;58;1;2
KANCI;unman;56;0;2
KANCI;unman;52;1;2
KANCI;unman;39;0;2
PASTV;unman;47;1;2
PASTV;unman;31;1;2
PASTV;unman;56;0;2
PASTV;unman;74;0;3
PASTV;unman;36;0;2
PASTV;unman;52;1;2
PASTV;unman;49;0;2
PASTV;unman;52;0;2
PASTV;unman;40;0;2
PASTV;unman;29;1;1
PASTV;unman;60;0;3
PASTV;unman;58;0;2
PASTV;unman;42;0;2
PASTV;unman;49;0;2
PASTV;unman;57;1;2
PASTV;unman;68;0;3
PASTV;unman;54;1;2
PASTV;unman;54;0;2
PASTV;unman;48;0;2
PASTV;unman;51;0;2
PASTV;unman;51;1;2
PASTV;unman;57;0;2
PASTV;unman;33;0;2
PASTV;unman;51;1;2
PASTV;unman;38;0;2
PASTV;unman;49;0;2
PASTV;unman;55;0;2
PASTV;unman;52;0;2
PASTV;unman;65;1;3
PASTV;unman;55;1;2
PASTV;unman;51;0;2
PASTV;unman;45;0;2
PASTV;unman;46;0;2
PASTV;unman;53;0;2
PASTV;unman;57;0;2
PASTV;unman;32;0;2
PASTV;unman;45;1;2
PASTV;unman;49;0;2
PASTV;unman;48;0;2
PASTV;unman;49;0;2
PASTV;unman;43;0;2
PASTV;unman;56;0;2
PASTV;unman;49;0;2
PASTV;unman;53;0;2
PASTV;unman;39;1;2
PASTV;unman;45;0;2
PASTV;unman;38;0;2
PASTV;unman;29;0;1
PASTV;unman;54;1;2
PASTV;unman;43;1;2
PASTV;unman;37;0;2
PASTV;unman;33;0;2
PASTV;unman;56;0;2
PASTV;unman;40;0;2
PASTV;unman;40;0;2
PASTV;unman;55;0;2
PASTV;unman;60;0;3
PASTV;unman;45;0;2
PASTV;unman;50;0;2
PASTV;unman;52;1;2
PASTV;unman;33;0;2
PASTV;unman;41;0;2
PASTV;unman;53;0;2
PASTV;unman;33;0;2
PASTV;unman;49;0;2
PASTV;unman;42;1;2
PASTV;unman;58;0;2
PASTV;unman;69;0;3
PASTV;unman;55;1;2
PASTV;unman;42;0;2
PASTV;unman;43;0;2
PASTV;unman;57;1;2
PASTV;unman;33;1;2
PASTV;unman;56;1;2
PASTV;unman;50;0;2
PASTV;unman;42;0;2
PASTV;unman;38;0;2
PASTV;unman;62;1;3
PASTV;unman;43;0;2
PASTV;unman;52;0;2
PASTV;unman;35;0;2
PASTV;unman;46;0;2
PASTV;unman;50;1;2
PASTV;unman;46;0;2
PASTV;unman;46;0;2
PASTV;unman;56;1;2
PASTV;unman;46;0;2
PASTV;unman;42;0;2
PASTV;unman;42;0;2
PASTV;unman;42;0;2
PASTV;unman;51;0;2
PASTV;unman;39;1;2
PASTV;unman;57;1;2
PASTV;unman;51;0;2
PASTV;unman;44;0;2
PASTV;unman;48;0;2
PASTV;unman;28;0;1
PASTV;unman;28;0;1
PASTV;unman;28;0;1
PASTV;unman;29;0;1
PASTV;unman;25;0;1
PASTV;unman;25;0;1
PASTV;unman;26;0;1
PASTV;unman;38;0;2
PASTV;unman;58;1;2
PASTV;unman;26;0;1
PASTV;unman;29;0;1
PASTV;unman;29;0;1
PASTV;unman;29;0;1
PASTV;unman;27;0;1
PASTV;unman;25;0;1
PASTV;unman;49;0;2
PASTV;unman;55;0;2
PASTV;unman;50;1;2
PASTV;unman;48;0;2
PASTV;unman;43;0;2
PASTV;unman;42;1;2
PASTV;unman;48;0;2
PASTV;unman;46;0;2
PASTV;unman;49;0;2
PASTV;unman;46;1;2
PASTV;unman;43;0;2
